teamPosition,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,flawlessAces,fullTeamTakedown,gameLength,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summonerLevel,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
BOTTOM,0,119,0,10.5,0,0,0,0,0,0,1152.908101,0.159633034,0,1,2,0,2,1,0,0,0,21,2.5,0,1,0,0,1,1,1718.685271,522.7462323,0,7,0,0,0,0,0,24,1,0.545454545,0,2,3,0,0,0,1,7,72,1,0,0,80.75,1,3,0,0,0,1,0,0,4,0,0,0,15,0,0,0,0,0,0,2,13,48,0,0,2,6,0,2,0,24,0,0,5,0,0,0,0.254278626,0,2,0,0,3,2,0,8,0,0.858097792,0.423285339,0,0,0,0,0,10,2,0,0,7,14853,16,1,1,3805,13715,3805,8565,0,1,0,1,1,2,0,0,0,0,0,0,14973,14610,0,0,1,0,19,14,0,7,2,1185,68161,21887,11500,0,28,0,0,0,1,0,76474,9239,7173,0,0,0,73,14,22,10,268,23,1718,150247,33024,0,19833,6988,0,182,165,39,1,0,5611,1897,1160,2,2,0,0,12,0,0,6,1
UTILITY,0,123,0,0,0,0,0,0,1,6,692.6045838,0.139458632,0,4,4,0,1,0,1281.672363,0,0,31,0,0,0,1,1,1,1,1718.685271,366.282158,0,6,0,0,0,0,0,6.5,0,0.590909091,0,2,1,0,0,0,0,15,2,1,0,0,13.75,1,2,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,1,0,20,59,0,0,0,26,0,0,0,26,1,0,6,1,0,0,0.152756791,0,2,0,0,1,0,0,0,0,0.562428236,2.766892289,6,6,0,0,0,17,1,0,0,2,12763,14,0,8,266,1005,266,6685,0,4,6,1,1,1,0,0,0,0,0,0,10492,8800,0,0,0,0,25,9,157,5,2,1111,29845,14707,10322,0,4,0,1,0,3,0,6079,3269,6244,0,0,0,51,28,33,11,478,50,1718,37787,19839,0,17327,2794,1281,25,230,154,5,0,1863,1863,760,0,2,0,0,79,6,6,32,1
TOP,0,445,0,10.00000006,1,0,0,0,0,0,1638.242285,0.257899896,0,10,2,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0,2039.812035,502.7650747,0,0,0,0,0,0,0,1.6,0,0.432432432,0,2,0,0,3,0,0,1,65,0,0,0,108.2,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,12,33,0,0,5,6,0,10,1,16,1,0,3,1,0,1,0.368818781,0,2,0,0,1,1,5,11,0,-0.128520846,0.38783396,1,0,0,0,0,7,0,1,0,0,18911,18,0,0,3409,15995,3409,30052,0,10,0,0,0,0,0,0,0,0,0,0,17092,14350,0,0,0,1,19,9,1241,3,1,420,21672,6534,12272,0,22,0,0,0,5,0,250522,39978,32692,0,0,0,245,37,150,13,496,16,2039,296791,55695,0,47722,16988,0,240,364,336,1,0,24595,9182,2757,1,8,0,0,13,0,1,6,0
JUNGLE,0,397,0,96.00000015,1,0,375,0,0,1,599.0885179,0.223450066,0,6,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,2039.812035,392.2391797,0,15,2,1,52.00000009,0,0,3.5,1,0.567567568,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,-58.00000009,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,1,21,0,0,0,0,3,1,2,0,21,0,1,6,1,0,1,0.134873272,0,2,0,0,0,2,5,0,0,0.6074512,0.985964013,9,5,1,0,0,17,0,0,0,0,16065,16,7,2,690,20116,690,91520,0,6,1,0,0,0,0,1,0,0,0,1,13334,12675,0,0,0,1,22,4,0,0,1,954,77680,9911,11815,0,110,0,0,0,17,0,53147,8437,25592,0,0,0,0,91,169,137,357,49,2039,188842,20367,0,41347,7582,0,28,2577,199,1,0,58015,2018,3940,2,8,0,0,33,1,9,4,0
MIDDLE,0,206,0,4.400000006,0,0,1050,0,0,1,920.2405238,0.211836505,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039.812035,393.1507699,0,0,0,0,0,0,0,1.875,1,0.405405405,0,3,4,0,0,0,0,5,70,0,0,0,16,0,1,0,1,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,14,34,0,0,4,8,1,0,0,15,0,1,3,0,0,1,0.207174477,0,2,0,0,0,0,5,8,0,-0.437506437,0.506657722,1,0,0,0,2,4,0,0,0,0,17484,17,2,2,0,0,0,25761,0,8,1,1,0,12,0,1,0,0,0,0,13365,12735,0,0,0,1,20,11,0,4,2,991,91586,28459,13898,0,4,0,0,0,10,0,16748,1521,22736,0,0,0,116,21,51,18,252,0,2039,118257,31285,0,39198,1406,0,172,43,337,1,0,9921,1303,2563,0,8,0,0,17,1,1,9,0
BOTTOM,0,140,0,4.800000012,1,0,0,0,0,0,461.2292221,0.14548928,0,12,2,0,0,0,576,0,0,22,0,0,0,0,0,0,0,2039.812035,326.605777,0,4,0,0,0,0,0,1.166666667,3,0.378378378,0,1,1,0,2,1,0,2,49,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,19,18,0,0,0,11,0,0,0,14,0,1,5,0,0,1,0.103836899,0,2,0,0,0,1,5,5,0,0.059542775,0.500820192,3,3,0,0,2,7,0,0,0,0,12922,14,2,1,3740,4500,3740,11766,0,12,0,0,0,0,0,0,1,0,0,0,11103,10100,0,0,0,1,18,7,879,2,1,242,3469,1766,10053,0,4,0,0,0,1,0,94509,13811,15289,0,0,0,60,59,15,6,355,31,2039,98080,15680,0,26921,4746,576,123,61,324,3,0,102,102,1578,1,8,0,0,17,0,3,11,0
UTILITY,0,173,0,0,0,0,675,0,1,0,823.0618777,0.161324252,0,13,6,0,0,0,921.2249146,0,0,29,0,0,0,0,0,0,0,2039.812035,331.1828589,0,9,0,0,0,0,0,1.615384615,5,0.567567568,0,1,1,0,2,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,35,47,0,0,1,28,0,0,0,21,0,1,6,0,0,1,0.185296571,0,2,0,0,0,0,5,1,0,-0.42957288,1.574682368,3,3,0,0,0,15,0,0,0,0,13588,15,5,3,170,170,170,19568,0,13,0,0,0,2,0,1,0,0,0,0,11259,10650,0,0,0,1,22,6,0,2,1,261,50726,25012,9419,0,0,0,0,0,2,0,5597,1568,17573,0,0,0,72,61,33,7,141,67,2039,57724,27981,921,29851,4406,0,39,138,368,1,0,1400,1400,2859,0,8,0,0,53,0,3,29,0
TOP,0,338,0,2.5,0,0,0,0,0,0,595.6102563,0.270227764,0,9,10,0,1,0,0,0,1,42,4.800000042,0,1,0,0,0,4,2039.812035,343.5662954,0,1,0,0,0,0,0,1.555555556,1,0.285714286,0,1,2,0,0,0,3,3,53,0,0,0,11,1,1,0,0,0,1,0,0,3,0,1,0,11,0,0,0,0,0,0,1,53,12,0,0,2,9,0,2,0,14,0,0,3,0,0,0,0.12999083,1,0,0,0,3,3,0,6,0,0.147474408,0.445029536,0,0,0,0,0,8,8,0,0,3,16798,17,0,1,4040,6508,4040,39323,0,9,0,1,1,1,0,0,0,0,0,0,11680,10755,0,0,0,0,25,6,0,3,2,471,0,0,13060,0,16,1,0,0,0,0,128164,19140,32253,0,0,0,209,32,83,14,247,18,2039,133502,20248,0,51182,20664,0,137,301,323,1,0,5338,1108,5868,2,5,0,0,15,0,0,9,1
JUNGLE,0,422,0,118.0000003,0,0,150,1,0,0,977.9641903,0.250851573,0,9,25,0,3,1,0,0,0,2,27.50000003,1,1,0,0,0,4,2039.812035,489.6326032,0,2,2,1,76.00000009,0,0,2.333333333,1,0.428571429,0,5,4,0,0,0,0,3,5,1,0,0,92.00000015,1,2,-38.50000009,0,0,2,0,0,6,0,1,0,15,0,0,0,0,0,0,6,131,19,0,0,5,8,1,0,0,21,0,0,5,0,0,0,0.213438864,1,0,0,0,0,1,0,1,0,-0.377897143,0.613371032,1,1,0,0,1,6,1,0,0,0,18126,17,3,2,2249,33222,2249,25485,0,9,0,1,3,0,0,0,0,0,0,0,16645,15250,0,0,0,0,21,15,1329,4,3,671,39272,1600,16847,0,191,0,0,0,3,0,225603,29883,27584,0,0,0,215,99,98,10,391,8,2039,303100,33247,0,47512,12240,0,38,315,399,1,1,38224,1764,3080,0,5,0,0,20,0,1,8,1
MIDDLE,0,315,0,4,0,0,300,0,0,4,747.5285509,0.184427701,0,4,47,0,4,0,0,0,0,63,4,0,0,0,0,0,4,2039.812035,429.6561153,0,10,0,0,0,0,0,5.75,2,0.469387755,0,2,0,0,3,0,0,4,65,0,0,0,26,1,1,0,0,0,1,0,0,2,0,1,0,18,0,0,0,0,0,0,1,236,23,0,0,2,11,0,0,0,23,0,0,1,0,0,0,0.163146715,1,0,0,0,1,5,0,8,0,0.777798176,0.90073515,1,1,0,1,3,15,0,0,0,3,20866,18,2,7,5708,20246,5708,19236,0,4,4,1,0,2,0,0,0,0,0,0,14606,12050,0,1,1,0,20,8,0,3,2,820,110552,20718,15773,0,12,1,0,0,10,0,17653,2189,16071,2,0,0,114,20,82,99,464,46,2039,137360,25413,0,34931,11936,0,181,813,136,1,0,9155,2506,3085,4,5,0,0,30,4,1,15,1
BOTTOM,0,267,0,0,0,0,825,0,0,1,1250.42128,0.176717338,0,9,12,0,3,0,0,0,0,12,0,0,0,0,0,0,4,2039.812035,472.5985199,0,3,0,0,0,0,0,3.222222222,4,0.591836735,0,3,3,0,1,0,0,3,59,0,0,0,83.19999999,1,3,0,0,0,2,0,0,1,0,1,0,22,0,0,0,0,0,0,1,66,49,0,0,2,9,0,0,1,29,1,0,6,0,0,0,0.272902117,1,0,0,0,2,5,0,9,0,-0.05619663,0.472675792,0,0,0,1,1,17,1,0,0,0,17015,17,12,2,6975,22058,6975,15739,0,9,1,2,1,0,0,0,0,0,0,0,16066,16355,0,0,1,0,23,12,555,4,2,361,4012,1680,15948,0,8,0,0,0,4,0,184458,34677,16384,0,0,0,142,91,19,15,177,35,2039,208865,42510,0,33470,9376,0,201,199,245,1,0,20394,6152,1137,1,5,0,0,16,1,0,10,1
UTILITY,0,264,0,4,0,0,0,1,1,4,1010.416284,0.117775625,0,6,16,0,3,0,0,0,0,38,4,0,0,0,0,0,4,2039.812035,368.35296,0,16,0,0,0,0,0,5.166666667,5,0.632653061,0,1,4,0,1,0,0,19,6,0,0,0,14,1,1,0,0,0,0,0,0,1,0,1,0,25,0,0,0,0,0,0,0,84,71,0,0,0,22,0,0,0,31,1,0,8,0,0,0,0.220521474,1,0,0,0,0,2,0,1,0,0.753072262,2.760532047,13,8,0,0,8,23,3,0,0,4,15755,16,17,15,443,7184,443,7047,0,6,4,0,0,1,7,0,0,0,0,4,12522,11200,0,0,1,0,26,8,0,4,1,528,72687,30951,13658,0,8,1,0,0,3,0,6977,1231,7814,2,0,0,72,105,71,16,149,59,2039,83887,34350,0,22307,6371,0,45,280,202,1,0,4222,2167,834,1,5,0,0,93,6,13,41,1
TOP,0,183,0,12.00000003,0,0,0,1,0,0,967.6658184,0.225732327,0,1,5,0,1,1,0,0,0,6,6.5,0,0,0,0,0,0,1593.218704,501.4466486,0,3,0,0,0,0,0,6.5,0,0.371428571,0,1,3,0,0,0,0,0,64,1,1,0,61.00000003,2,3,0,0,0,2,0,1,1,0,0,0,8,0,0,0,0,1,0,2,26,0,0,0,5,8,0,2,1,13,0,0,6,0,0,0,0.292791106,0,4,0,0,2,7,10,7,0,3.031052113,0.504785586,0,0,0,1,0,2,0,0,0,0,14852,16,0,1,10294,23891,10294,25321,0,2,0,2,0,0,0,0,1,0,1,0,13315,11683,0,1,1,0,19,11,0,11,2,1006,27751,6121,6249,0,28,0,0,0,5,0,127983,18789,13757,0,0,0,43,104,29,7,682,10,1592,167195,25695,0,21787,2537,0,166,171,27,1,0,11459,784,1780,5,1,0,0,13,0,0,8,1
JUNGLE,0,166,0,59.20000011,0,0,0,2,0,0,600.4367805,0.26420436,0,4,3,0,3,0,0,0,0,2,19.60000002,1,0,0,0,0,0,1593.218704,451.7202187,0,1,2,2,43.20000005,0,0,3.75,1,0.428571429,0,3,0,0,0,0,0,4,1,0,0,0,4.00000003,2,1,-45.8000001,0,0,1,0,0,6,0,0,0,11,0,0,0,0,4,0,5,19,27,0,0,3,8,0,4,0,15,1,0,7,0,0,0,0.181676924,0,4,0,0,0,1,10,0,0,0.446751475,0.817462381,1,1,1,0,6,6,0,0,0,3,11289,13,3,1,348,33609,348,18111,0,4,0,1,3,11,1,0,0,0,0,0,11994,10135,0,0,0,0,18,9,0,3,2,496,95784,12413,3853,0,118,1,0,0,11,0,23605,2920,20549,0,0,0,65,30,64,7,365,14,1592,156130,15943,0,25500,4123,0,12,346,92,1,0,36740,609,1097,1,1,0,0,21,0,1,8,1
MIDDLE,0,363,0,0,0,0,150,0,0,0,952.1299776,0.225833991,0,5,4,0,0,0,0,0,0,19,8.00000003,0,0,0,0,0,0,1593.218704,475.5495596,0,3,0,0,0,0,0,2.8,0,0.4,0,2,5,0,0,0,0,1,78,1,0,0,151,2,4,0,0,0,1,0,0,6,0,0,0,6,0,0,0,0,0,0,0,23,17,0,0,7,6,0,5,0,14,0,0,8,0,0,0,0.288090355,0,4,0,0,2,5,10,9,0,-0.445923924,0.388140938,1,0,0,0,1,4,0,0,0,0,14023,15,0,1,9103,9103,9103,24432,0,5,0,1,0,0,0,0,0,0,0,5,12627,12400,0,1,1,0,21,10,433,6,2,542,14870,3326,5561,0,8,0,0,0,0,0,141544,21693,14360,0,0,0,231,12,116,4,200,17,1592,156676,25282,0,21797,2141,0,194,115,134,1,0,262,262,1875,4,1,0,0,10,0,1,6,1
BOTTOM,0,145,0,0,0,0,0,0,0,2,571.0272338,0.121525168,0,6,4,0,1,0,435.999939,0,0,19,0.400000006,0,0,0,0,0,0,1593.218704,312.3423584,0,7,0,0,0,0,0,2,2,0.342857143,0,1,2,0,0,0,0,0,45,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,28,11,0,0,0,3,0,2,0,12,0,0,5,0,0,0,0.172778342,0,4,0,0,0,3,10,3,0,-0.380626321,0.573778492,1,1,0,0,1,8,0,0,0,1,7973,11,4,3,1436,2666,1436,5175,0,6,2,0,0,5,1,0,0,0,0,1,8293,8050,0,0,1,0,18,4,877,2,1,444,6010,3293,3518,0,4,0,0,0,0,0,51693,11268,7611,0,0,0,43,35,39,28,355,38,1592,61479,15162,0,11729,1846,435,102,132,143,3,0,3775,600,599,0,1,0,0,15,2,1,5,1
UTILITY,0,85,0,0,0,0,0,0,0,1,213.7101767,0.162704154,0,4,2,0,0,0,677.0794678,0,0,43,0,0,0,0,0,0,0,1593.218704,279.868794,0,10,0,0,0,0,0,3,3,0.342857143,0,0,0,0,0,0,0,3,23,0,0,0,15,2,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,18,10,0,0,0,21,0,0,0,12,0,0,4,0,0,0,0.064663273,0,4,0,0,0,4,10,1,0,0.346229434,1.85743072,4,4,1,1,1,11,0,0,0,1,8805,12,13,4,558,558,558,15021,0,4,1,0,0,0,0,0,0,0,0,0,7431,7225,0,0,0,0,23,1,0,0,1,554,7095,2826,4660,0,0,0,0,0,4,0,9665,2789,9428,0,0,0,37,21,17,10,140,46,1592,31492,5674,677,15704,1321,0,44,87,90,1,0,14731,58,1614,0,1,0,0,49,1,4,22,1
TOP,0,169,0,2.5,0,0,0,0,0,0,513.0280829,0.315897621,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1593.218704,263.8386523,0,0,0,0,0,0,0,0.625,0,0.25,0,0,0,0,0,0,0,11,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,38,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0.201558156,0,0,0,0,1,0,0,5,0,-0.751925826,0.125224276,0,0,0,0,0,5,0,0,0,0,11140,13,0,1,2075,3907,2075,25739,0,8,0,0,0,0,0,0,0,0,0,0,7005,6300,0,0,0,2,13,0,0,0,0,318,24078,8623,7326,0,4,0,0,0,1,0,39652,4964,25156,0,0,0,101,20,42,6,282,10,1592,63766,13622,0,33206,6808,0,130,162,226,1,0,35,35,723,0,10,0,0,3,0,0,2,0
JUNGLE,0,183,0,83.50000015,0,0,150,0,0,0,361.3196414,0.255287029,0,9,0,0,0,0,0,0,0,58,0.800000012,0,0,0,0,0,1,1593.218704,322.6978694,0,4,2,0,48.8000001,0,0,0.777777778,0,0.35,0,0,0,0,0,0,5,0,9,0,0,0,23.60000005,0,1,-30.40000004,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,1,8,0,0,0,7,0,0,4,0,0,0,0.141955037,0,0,0,0,0,0,0,2,0,-0.308796287,0.565033044,0,0,0,0,1,6,0,0,0,0,10308,13,10,1,0,4581,0,25144,0,9,0,0,0,2,0,0,0,0,0,0,8568,7800,0,0,0,2,16,1,0,0,1,361,0,0,7283,0,88,0,0,0,1,0,119829,8738,18646,0,0,0,85,0,89,9,147,28,1592,147725,9594,0,26835,2134,0,52,227,216,1,0,27896,855,905,0,10,0,0,15,0,0,8,0
MIDDLE,0,146,0,0,0,1,750,0,0,2,365.8719678,0.146498603,0,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1593.218704,333.7296352,0,2,0,0,0,0,0,2.6,1,0.65,0,3,4,0,0,0,1,3,35,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,0,6,25,0,0,2,9,0,0,0,13,0,0,4,0,0,0,0.143743553,0,0,0,0,0,0,0,1,0,0.804806352,0.700519243,2,1,0,0,11,2,2,0,0,1,9316,12,6,3,0,4581,0,9793,0,5,2,1,0,10,4,0,0,0,0,3,8861,6950,0,0,0,2,18,11,0,4,2,501,0,0,3836,0,0,0,0,0,3,0,19789,6751,11269,0,0,0,65,37,31,13,57,25,1592,30049,9715,0,15399,1451,0,51,113,143,1,0,10260,2963,294,0,10,0,0,18,2,1,11,0
BOTTOM,0,163,0,6.5,0,0,650,0,0,4,723.8666774,0.120483013,0,5,0,0,0,0,749.0480957,0,0,0,0,0,0,0,0,0,1,1593.218704,411.2994646,0,0,0,0,0,0,0,2.8,1,0.7,0,1,1,0,1,0,0,1,53,0,0,0,91.59999999,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,6,12,0,0,0,7,0,5,0,14,0,0,5,0,0,0,0.284392293,0,0,0,0,0,1,0,7,0,0.61453414,0.926384979,0,0,0,1,6,10,1,0,0,0,10877,13,0,11,2617,6372,2617,5404,0,5,4,0,0,4,1,0,0,0,0,2,10921,10350,0,0,0,2,26,4,353,2,1,354,6406,1474,4765,0,8,0,0,0,4,0,118121,16798,7670,0,0,0,80,37,39,7,393,2,1592,130145,19221,0,12664,1344,749,165,16,133,3,0,5618,948,228,0,10,0,0,24,5,0,13,0
UTILITY,0,230,0,0,0,0,675,0,0,1,581.224089,0.161833734,0,8,1,0,0,0,865.4785767,0,0,21,0,0,0,0,0,0,1,1593.218704,351.380078,0,7,0,0,0,0,0,1.75,1,0.7,0,0,0,0,0,0,0,9,9,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,50,0,0,0,12,0,4,0,14,0,0,5,0,0,0,0.228350961,0,0,0,0,0,1,0,2,0,-0.257184565,1.379728245,8,6,0,0,0,10,0,0,0,1,9217,12,2,5,666,666,666,9814,0,8,1,0,0,2,0,0,0,0,0,0,9330,8435,0,0,0,2,19,4,0,0,1,333,46295,12537,5778,0,0,0,0,0,1,0,3035,852,11021,0,0,0,51,31,135,13,199,44,1592,51375,15433,865,17011,560,0,51,274,216,1,0,2043,2043,211,1,10,0,0,36,2,6,14,0
TOP,0,166,0,0,0,0,0,1,0,0,549.8921482,0.233944091,0,6,5,0,1,0,0,0,0,18,8,0,0,0,0,1,1,1495.403538,342.9458134,0,5,0,0,0,0,0,1.5,0,0.219512195,0,0,0,0,0,0,0,0,76,0,0,0,42,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,29,0,0,0,0,2,0,2,0,9,0,0,1,0,0,0,0.141334868,0,2,0,0,1,1,5,7,0,-0.394099414,0.13219211,0,0,0,0,0,9,0,0,0,0,11630,14,7,0,2346,4685,2346,23989,0,6,0,0,0,7,0,0,0,0,0,0,8547,8550,0,0,0,0,12,0,0,0,0,509,25626,4596,7207,0,8,0,0,0,0,0,66444,9108,20387,0,0,0,32,103,26,5,106,17,1495,95205,13705,0,28943,2637,0,166,69,222,1,0,3134,0,1349,1,3,0,0,3,0,0,2,1
JUNGLE,0,200,0,66.00000015,0,0,0,0,0,0,606.9422406,0.310146632,0,5,1,0,1,0,1653.063232,0,0,35,11.40000001,0,0,0,0,1,1,1495.403538,400.6198099,0,9,1,1,51.00000006,0,0,4.4,2,0.536585366,0,0,0,0,1,0,4,3,1,0,0,0,7.00000003,1,1,-34.00000006,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,3,10,34,0,0,1,1,0,9,0,22,0,0,6,0,0,0,0.155998048,0,2,0,0,0,2,5,0,0,-0.358897746,0.480353788,2,2,0,3,5,18,0,0,0,1,12840,14,0,1,1862,9383,1862,36040,0,5,0,0,1,1,0,0,0,0,0,0,9984,8100,3,1,1,0,14,4,0,0,1,633,57360,10988,9243,0,99,1,0,0,53,0,27664,3292,28018,1,0,0,120,52,15,13,302,37,1495,132350,15127,650,38371,9446,1003,11,623,130,4,0,47326,845,1109,1,3,0,0,11,0,2,1,1
MIDDLE,0,387,0,0,0,0,150,0,0,2,1074.934869,0.168465664,0,4,2,0,0,1,0,0,0,27,0,0,0,0,0,1,1,1495.403538,562.7024184,0,8,0,1,4,0,1,5.5,0,0.536585366,0,2,3,0,2,0,0,3,71,1,0,0,44.79999995,1,2,0,0,0,2,0,0,5,0,0,0,15,0,0,0,0,2,0,1,12,21,0,0,5,4,0,1,1,22,0,0,8,0,0,0,0.276282865,0,2,0,0,5,2,5,8,0,4.76282692,0.859479872,0,0,0,0,5,9,0,0,0,0,14565,15,1,5,3588,16794,3588,27212,0,4,2,2,0,5,0,0,1,0,0,0,14024,13775,0,0,1,0,26,13,1567,6,2,681,19097,4101,3517,0,8,0,0,0,6,0,125584,20280,14957,0,0,0,238,97,45,7,279,23,1495,151961,26791,0,20842,3560,0,186,122,141,1,0,7279,2408,2368,2,3,0,0,21,3,0,6,1
BOTTOM,0,175,0,4,0,0,0,1,0,1,1251.240122,0.219505871,0,4,0,0,2,1,1437.059814,0,0,9,4,0,1,0,0,1,1,1495.403538,653.4519482,0,7,0,0,0,0,0,6.25,13,0.609756098,0,5,9,0,1,0,7,0,70,1,0,0,53,1,2,0,0,0,9,3,0,5,0,0,0,22,0,0,0,0,0,1,0,8,0,0,0,1,5,0,6,0,25,2,0,7,0,0,0,0.321597351,0,2,0,0,0,4,5,8,0,0.084870577,0.697676914,1,0,0,3,4,1,1,0,0,5,12552,14,2,2,5070,18576,5070,21796,0,4,1,7,1,2,0,0,0,0,0,1,16286,13260,0,0,1,0,14,24,986,5,3,517,0,0,4837,0,12,1,0,0,31,0,153803,30171,21188,0,0,0,110,19,38,8,226,14,1495,155919,31185,692,27157,7051,744,175,129,127,5,2,2116,1013,1131,3,3,0,0,17,1,1,8,1
UTILITY,2,271,0,0,0,0,0,0,0,0,407.6946926,0.067937742,0,4,0,0,2,0,8805.37793,0,0,8,0,0,0,0,0,1,1,1495.403538,288.0107567,0,7,0,0,0,0,0,6,13,0.585365854,0,0,0,0,0,0,0,15,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,6,111,0,0,0,6,0,0,0,24,0,0,7,0,0,0,0.104786868,0,2,0,0,0,4,5,0,0,-0.177590728,0.762052418,1,1,0,6,1,24,1,0,0,0,12035,14,11,2,1042,2956,1042,5333,0,4,0,0,0,2,4,0,0,0,0,1,7178,6435,1,0,1,0,15,0,0,0,0,533,12647,8438,1431,0,0,1,0,0,11,0,4933,1146,6816,0,0,0,39,175,50,7,354,15,1495,18157,10161,3137,8405,7450,5667,2,31,127,5,0,576,576,157,0,3,0,0,18,0,1,6,1
