teamPosition,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,flawlessAces,fullTeamTakedown,gameLength,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,threeWardsOneSweeperCount,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,allInPings,assistMePings,assists,baitPings,baronKills,basicPings,bountyLevel,champExperience,champLevel,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,getBackPings,goldEarned,goldSpent,holdPings,inhibitorKills,inhibitorTakedowns,inhibitorsLost,itemsPurchased,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summonerLevel,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
UTILITY,0,102,0,0,0,0,300,0,0,1,371.4985369,0.188348104,0,3,8,0,1,0,823.6619873,0,0,118,0,0,0,0,0,0,0,1735.637934,318.9089598,0,15,0,0,0,0,0,6,5,0.782608696,0,1,0,0,0,0,11,3,20,1,0,0,9,0,2,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,2,0,44,24,0,0,0,17,0,10,0,18,0,0,11,0,0,0,0.126549538,0,0,0,0,3,1,0,0,1,0.295448065,1.723488052,2,1,0,0,3,14,0,0,0,0,9831,12,2,3,244,366,244,40297,0,3,1,1,0,6,2,0,1,0,0,0,9225,7675,0,0,0,2,15,4,0,4,2,1346,12753,8308,17887,0,0,0,0,0,3,0,7106,2218,5446,0,0,0,37,28,30,7,196,67,1735,25655,10746,0,25520,3162,823,34,287,74,4,0,5795,220,2186,0,8,0,0,49,1,2,18,0
TOP,0,190,0,0,0,0,150,1,0,0,643.6384786,0.225034538,0,2,0,0,0,0,0,0,0,41,8,0,0,0,0,0,5,1735.637934,354.0804096,0,4,0,0,0,0,0,7,1,0.411764706,0,1,0,0,1,0,2,11,49,0,0,0,27,6,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,48,0,0,1,7,0,4,0,14,0,0,0,0,0,0,0.175022253,0,4,0,0,0,6,10,7,0,0.277261615,0.481966267,1,0,0,0,0,11,0,0,0,1,15628,16,5,1,5597,7144,5597,30357,0,2,0,0,0,10,0,0,0,0,0,0,10242,8850,0,1,2,0,19,3,0,2,1,714,50508,11226,7222,0,8,1,0,0,1,0,60284,7332,17367,0,0,0,83,57,33,17,254,32,1735,119607,18618,0,25981,3033,0,152,474,75,1,0,8814,59,1391,4,7,0,0,13,0,1,7,1
JUNGLE,0,247,0,76.50000006,0,0,825,1,0,1,1326.80277,0.309179716,0,2,1,0,2,0,0,0,0,19,16,1,0,0,0,0,5,1735.637934,570.8212322,0,5,2,1,66.00000003,0,0,12,0,0.705882353,0,2,1,0,0,0,11,0,0,0,1,0,29.99999991,6,3,-39.50000006,0,0,3,0,0,4,0,0,0,13,0,0,0,0,4,0,7,10,0,0,0,8,8,0,11,0,24,1,0,4,0,0,0,0.360792615,0,4,0,0,2,6,10,0,0,0.5042063,0.830957481,1,1,0,0,5,8,0,0,0,12,15246,16,1,1,4898,44262,4898,46849,0,2,1,3,2,1,0,0,0,0,0,0,16512,14825,0,1,2,0,13,16,3,12,2,819,137510,29928,8835,0,140,1,0,0,0,0,29866,4230,23828,0,0,0,123,53,62,9,471,33,1735,214031,38380,0,35695,13090,0,20,524,62,1,0,46654,4221,3031,1,7,0,0,24,1,1,9,1
MIDDLE,0,220,0,0,0,0,150,0,0,0,574.7537741,0.169134852,0,7,0,0,0,0,0,0,0,32,0,0,0,0,0,0,5,1735.637934,343.1043818,0,7,0,0,0,0,0,1.857142857,2,0.382352941,0,2,4,0,1,0,0,9,53,0,0,0,4.99999997,6,1,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,8,49,0,0,2,6,0,8,0,13,0,0,3,0,0,0,0.156290688,0,4,0,0,2,5,10,6,0,-0.222762287,0.283080989,0,0,0,5,22,7,0,0,0,2,12674,14,15,8,4514,4514,4514,10867,0,7,0,0,0,1,0,0,0,0,0,9,9925,8100,1,0,1,0,22,6,0,2,1,560,92339,14089,3822,0,0,1,0,0,22,0,11510,1166,13651,0,0,0,92,47,62,19,83,37,1735,107715,16626,0,19527,1970,0,133,224,248,1,0,3865,1370,2052,2,7,0,0,8,0,0,6,1
BOTTOM,0,116,0,14.50000003,0,0,0,0,0,0,428.9224653,0.197252029,0,6,1,0,0,0,1856.906616,0,0,48,0,0,0,0,0,0,5,1735.637934,328.7253928,0,9,0,0,0,0,0,2.166666667,0,0.382352941,0,0,0,0,0,0,8,3,41,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,16,0,0,1,10,0,10,0,13,0,0,2,0,0,0,0.116635314,0,4,0,0,0,4,10,5,0,-0.149380386,0.543990788,1,1,1,0,7,10,0,0,0,0,13494,15,0,1,2501,4368,2501,22927,0,6,0,0,0,9,0,0,0,0,0,4,9509,7850,0,0,1,0,16,3,443,0,1,304,41503,7044,3248,0,16,1,0,0,1,0,54383,5057,17854,0,0,0,54,20,34,8,96,36,1735,96864,12407,1210,22773,6017,646,121,322,165,3,0,977,305,1671,0,7,0,0,15,0,1,10,1
UTILITY,0,289,0,25.00000006,0,0,0,0,1,1,703.3490527,0.099398865,0,6,0,0,0,0,0,0,0,33,4.00000003,0,0,0,0,0,5,1735.637934,335.6554478,0,8,0,0,4.00000003,0,0,2.166666667,1,0.382352941,0,1,2,0,1,0,0,5,13,0,0,0,53.00000009,6,1,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,1,0,1,7,27,0,0,0,18,0,3,0,13,0,0,3,0,0,0,0.19125913,0,4,0,0,1,2,10,2,0,-0.228066325,1.330418465,0,0,0,0,1,7,0,0,0,3,10525,13,1,3,1149,5100,1149,5434,0,6,1,1,0,1,0,0,0,0,0,0,9709,7375,0,0,2,0,16,6,0,3,2,237,105814,17819,1500,0,33,1,0,0,6,0,11846,1241,9604,0,0,0,107,108,63,11,109,39,1735,118946,20345,0,11475,16,0,54,281,127,1,0,1285,1285,370,1,7,0,1,38,1,0,19,1
TOP,0,121,0,8.00000003,0,0,0,0,0,1,1012.033282,0.17553546,0,4,0,0,1,0,0,0,0,18,2,0,0,0,0,2,1,1814.789315,385.7356012,0,3,0,0,4,0,0,3.75,2,0.384615385,0,1,2,0,1,0,3,9,69,0,0,0,47,2,2,0,0,0,2,0,0,1,0,0,0,8,0,0,0,0,0,0,1,3,81,0,0,2,10,0,0,0,15,0,0,1,0,0,0,0.243120225,0,2,0,0,0,3,0,7,0,0.019241095,0.537378,0,0,0,0,3,7,0,0,0,7,15658,16,5,2,4320,7158,4320,13976,0,4,1,2,0,9,0,0,0,0,0,4,11667,9775,0,0,0,0,14,8,390,7,2,446,728,728,7282,0,14,1,0,0,7,0,95687,19564,12765,0,0,0,98,0,14,9,253,13,1814,124475,30610,0,21945,4009,0,162,79,122,1,0,28058,10317,1897,2,1,0,0,16,1,0,11,1
JUNGLE,0,314,0,70.00000018,0,0,0,1,0,1,590.8964578,0.272946779,0,3,3,0,2,0,0,0,0,28,20.00000006,0,0,0,0,2,1,1814.789315,421.407291,0,11,2,1,48.00000009,1,0,6.666666667,4,0.512820513,0,3,6,0,0,0,0,0,0,0,0,0,5.000000119,2,3,-38.50000006,0,0,1,0,0,1,0,0,0,13,0,0,0,0,2,0,3,21,0,0,0,2,7,0,0,0,20,1,0,4,0,0,0,0.141950746,0,2,0,0,2,2,0,0,1,-0.340117574,0.604499746,1,0,0,1,1,10,1,0,0,0,13377,15,2,1,707,21446,707,60274,0,3,1,1,2,0,0,0,0,0,0,13,12746,9925,0,1,1,0,15,10,30,5,2,821,57674,5147,4831,0,120,0,0,0,9,0,61184,11077,28081,1,0,0,97,43,72,102,325,39,1814,166144,17872,0,34124,6633,0,18,1871,63,1,0,47284,1647,1211,0,1,0,0,18,1,1,8,1
MIDDLE,0,398,0,0,0,0,0,1,0,1,861.1871306,0.232741336,0,3,4,0,1,0,0,0,0,0,9.200000048,0,0,0,0,2,1,1814.789315,395.4732372,0,0,0,0,0,0,1,6,2,0.461538462,0,1,2,0,0,0,0,0,58,0,0,0,41.20000005,2,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,26,0,0,0,0,9,0,0,1,18,0,0,4,0,0,0,0.206882533,0,2,0,0,5,1,0,6,0,0.700091124,0.861717502,1,1,0,0,1,13,0,0,0,0,13889,15,4,1,1228,5115,1228,16036,0,3,1,0,0,9,1,0,0,0,0,5,11961,11775,2,0,1,0,15,5,0,4,1,923,132636,24314,6203,0,13,0,0,0,6,0,7377,712,22150,1,0,0,255,19,114,10,40,2,1814,141094,26047,0,29097,27104,0,144,42,71,1,0,1080,1020,743,1,1,0,0,26,1,1,10,1
BOTTOM,0,126,0,18.50000003,0,0,150,0,0,0,978.7103284,0.142952357,0,3,3,0,2,0,670,0,0,7,0,0,0,0,0,2,1,1814.789315,462.8761737,0,3,0,0,0,1,0,6,0,0.461538462,0,2,3,0,0,0,0,0,61,0,0,0,36.00000003,2,3,0,0,0,1,0,0,3,0,0,0,13,0,0,0,0,0,0,0,19,7,0,0,1,4,0,0,0,18,0,0,4,1,0,0,0.235115069,0,2,0,0,2,4,0,9,0,-0.239941478,0.275583242,0,0,0,1,1,8,0,0,0,5,14884,16,2,1,6897,19375,6897,10348,0,3,0,1,0,1,0,0,0,0,0,1,14000,10600,0,0,0,0,12,10,303,5,2,737,2530,2230,4655,0,20,1,0,0,4,0,175414,24261,12862,0,0,0,37,71,8,10,74,46,1814,207374,29602,0,17872,3076,670,199,846,68,3,0,29429,3110,354,2,1,0,0,8,0,0,4,1
UTILITY,0,148,0,0,0,0,0,0,1,0,719.8593229,0.175824068,0,6,6,0,0,0,3067.789795,0,0,23,0,0,0,0,0,2,1,1814.789315,385.374215,0,5,0,0,0,0,0,3.666666667,0,0.564102564,0,2,2,0,0,0,0,4,2,1,0,0,34,2,3,0,0,0,1,0,0,3,0,0,0,16,0,0,0,0,0,0,1,33,30,0,0,2,19,0,0,0,22,0,0,5,0,0,0,0.172931428,0,2,0,0,3,5,0,1,0,0.367528319,1.576281834,10,6,0,0,1,16,1,0,0,0,12599,14,5,8,9906,9906,9906,11097,0,6,0,1,0,0,0,0,0,0,0,0,11656,10100,0,0,1,0,20,6,413,3,2,581,1098,304,8058,0,4,0,0,0,3,0,66131,20781,13499,0,0,0,65,59,18,6,210,34,1814,67938,21773,382,21981,12530,2685,38,241,151,5,0,707,687,423,5,1,0,0,47,0,10,19,1
TOP,0,182,0,2.400000006,0,0,0,0,0,0,388.290553,0.301335226,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1814.789315,281.1122737,0,1,0,0,0,0,0,0.5,0,0.210526316,0,1,0,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,1,8,0,0,0,4,0,0,2,0,0,0,0.156645461,0,0,0,0,0,1,0,6,0,-0.018877804,0.527233479,1,1,0,0,0,1,0,0,0,0,12989,14,2,1,2858,2858,2858,41785,0,8,0,0,0,3,0,0,0,0,0,0,8502,8300,0,0,0,3,16,3,0,2,1,570,64319,6651,8624,0,2,0,0,0,0,0,20974,3089,25725,1,0,0,76,37,56,13,268,47,1814,100533,11744,0,43204,3240,0,132,706,273,1,0,15239,2004,8855,1,11,0,0,15,0,1,8,0
JUNGLE,0,286,0,92.4000001,0,0,1125,0,0,1,749.4800133,0.230142742,0,8,3,0,2,0,328.4555054,0,0,24,0,0,0,0,0,0,0,1814.789315,412.781096,0,8,2,1,48.00000006,0,0,1.5,0,0.631578947,0,2,2,0,1,0,0,2,10,0,0,0,23.99999997,0,1,-37.00000009,0,0,1,0,0,2,0,0,0,8,0,0,0,0,0,0,1,19,22,0,0,2,1,0,0,0,12,0,0,6,0,0,0,0.30235771,0,0,0,0,0,0,0,0,0,0.51542151,0.916071898,7,4,0,0,1,3,0,0,0,0,10439,13,6,2,11,15729,11,32622,0,8,1,1,2,0,0,0,1,0,0,0,12485,12300,0,0,0,3,27,9,0,3,2,557,7141,2570,9640,0,110,0,0,0,5,0,110003,18772,19664,1,0,0,135,83,53,15,173,28,1814,139662,22669,0,32997,5277,328,24,991,225,3,0,22518,1325,3692,0,11,0,0,27,1,7,2,0
MIDDLE,0,254,0,0,0,0,525,0,0,0,652.0507027,0.183973975,0,9,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1814.789315,302.7455313,0,2,0,0,0,0,0,0.666666667,1,0.315789474,0,1,1,0,0,0,0,0,47,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,13,8,0,0,2,9,0,0,0,6,0,0,3,1,0,0,0.263052455,0,0,0,0,0,0,0,5,0,-0.411796212,0.506865486,1,0,1,1,0,1,0,0,0,0,11615,14,1,2,680,3215,680,15029,0,9,0,0,0,3,0,0,0,0,0,0,9156,9185,0,0,0,3,17,5,0,3,1,381,65206,15435,7011,1,0,0,0,0,1,0,16351,3070,17318,0,0,0,44,65,133,12,59,9,1814,82773,19722,0,26377,911,0,119,106,273,1,0,1216,1216,2047,0,11,0,0,15,0,1,9,0
BOTTOM,0,139,0,0,0,0,450,0,0,0,543.9133439,0.158967463,0,7,4,0,0,0,742.8999634,0,0,13,0,0,0,0,0,0,0,1814.789315,327.5793476,0,3,0,0,0,0,0,1.428571429,1,0.526315789,0,1,0,0,2,0,0,13,53,0,0,0,7,0,1,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,28,66,0,0,0,5,0,0,0,10,0,0,3,0,0,0,0.219427323,0,0,0,0,0,0,0,8,0,0.315688133,0.362581616,0,0,0,0,0,8,0,0,0,0,11006,13,1,1,528,528,528,10637,0,7,0,1,0,1,0,1,0,0,0,1,9908,9575,0,0,0,3,21,2,387,2,2,563,568,293,5152,0,0,0,0,0,0,0,111934,16074,16081,0,0,0,59,39,33,8,244,16,1814,130477,16451,0,22792,3194,742,183,19,191,3,0,17974,84,1559,0,11,0,0,10,0,0,7,0
UTILITY,0,91,0,0,0,0,0,0,0,0,145.0512351,0.125580594,0,7,3,0,0,0,9488.782227,0,0,8,0,0,0,0,0,0,0,1814.789315,219.1771724,0,4,0,0,0,0,0,1.285714286,0,0.473684211,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,22,19,0,0,0,15,0,0,0,9,0,0,3,0,0,0,0.05851705,0,0,0,0,0,0,0,0,0,-0.268753767,1.152650188,4,0,0,2,0,9,1,0,0,0,8563,11,1,5,0,0,0,8835,0,7,0,0,0,10,3,1,0,0,0,0,6629,5875,1,0,0,3,18,0,0,0,0,574,7758,3757,4787,1,0,0,0,0,1,0,1702,629,12537,1,0,0,41,26,17,7,196,35,1814,9460,4387,0,18005,13687,9488,8,139,211,5,0,0,0,680,0,11,0,0,34,1,4,15,0
TOP,0,115,0,4,0,0,0,0,0,0,271.0686957,0.215624747,0,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.260619,276.9514465,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,8,0,1,-112.0000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.135687298,0,0,0,0,0,1,0,5,0,-0.487685502,0.442043812,0,0,0,0,0,0,0,0,3,0,9285,12,0,1,2924,2924,2924,13117,0,4,0,0,0,0,0,0,0,0,0,0,5992,5000,0,0,0,0,12,0,0,0,0,347,0,0,9753,0,4,0,0,0,0,0,64005,4082,3946,0,0,0,54,17,42,2,297,10,1298,75743,5865,0,14101,167,0,120,56,96,1,0,11737,1782,402,1,3,0,0,9,0,0,6,0
JUNGLE,0,310,0,76.50000015,0,0,0,0,0,0,246.6767672,0.276789501,0,4,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1298.260619,303.8942188,0,3,2,1,56.00000009,0,0,1.5,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,-60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,79,0,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0.123477571,0,0,0,0,0,0,0,0,0,0.644631743,0.687805624,2,2,0,0,0,5,0,0,8,0,7496,11,0,0,0,5290,0,9754,0,4,0,0,0,0,0,0,0,0,0,0,6575,5900,0,0,0,0,13,1,82,0,1,624,12409,996,5648,0,100,0,0,0,0,0,60904,3920,12110,0,0,0,244,41,23,2,281,11,1298,84203,5337,0,18101,4608,0,7,244,120,1,0,10888,419,342,0,3,0,0,14,0,2,3,0
MIDDLE,0,185,0,0,0,0,375,0,0,1,657.5495034,0.15158627,0,4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1298.260619,415.7737422,0,0,0,0,0,0,0,2,0,0.533333333,0,2,3,0,0,0,0,15,64,0,0,0,35,0,1,-116.0000001,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,10,41,0,0,2,6,0,0,0,8,0,0,3,0,0,0,0.329145774,0,0,0,0,0,0,0,7,0,0.138482809,0.616654631,1,1,0,0,0,0,0,0,22,0,11037,13,0,4,1855,2032,1855,5181,0,4,1,0,1,0,0,0,0,0,0,0,8996,8675,0,0,0,0,15,8,0,5,1,445,4300,635,4446,0,4,0,1,0,0,0,74456,13030,4928,0,0,0,65,48,62,10,255,4,1298,81212,14227,0,9913,509,0,148,99,96,1,0,2456,562,538,0,3,0,0,13,1,1,7,0
BOTTOM,0,95,0,0,0,0,0,0,0,1,378.078896,0.165606795,0,4,4,0,0,0,384,0,0,0,0,0,0,0,0,0,0,1298.260619,339.1697598,0,0,0,0,0,0,0,2,2,0.533333333,0,1,0,0,1,0,0,0,50,0,0,0,2,0,1,-116.0000001,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,4,0,0,1,4,0,2,0,8,0,0,4,0,0,0,0.189252779,0,0,0,0,2,0,0,4,0,0.625791907,0.497735777,1,1,0,0,0,3,0,0,27,0,8133,11,0,3,1289,1882,1289,5395,0,4,1,0,0,0,0,0,0,0,0,0,7338,6800,0,0,0,0,13,5,330,3,1,831,2636,1137,2831,0,0,0,0,0,0,0,57474,7043,7699,0,0,0,47,18,25,5,253,0,1298,60111,8180,0,10830,1630,384,98,0,130,2,0,0,0,300,0,3,0,0,10,1,1,5,0
UTILITY,0,89,0,0,0,0,0,0,0,0,444.3716814,0.190392687,0,4,6,0,0,0,18.28237152,0,0,19,0,0,0,0,0,0,0,1298.260619,262.1021087,0,3,0,0,0,0,0,2.25,2,0.6,0,0,0,0,0,0,0,7,10,0,0,0,16,0,1,-116.0000001,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,33,35,0,0,0,14,0,0,0,9,0,0,5,1,0,0,0.222436577,0,0,0,0,0,0,0,0,0,0.109088421,1.359714469,3,3,0,0,0,8,0,0,19,0,5666,9,0,3,0,62,0,5141,0,4,0,0,0,0,0,0,0,0,0,0,5671,5285,0,0,0,0,15,1,0,0,1,834,20262,8592,5910,0,0,0,0,0,0,0,1524,774,6235,0,0,0,34,37,14,4,258,38,1298,22034,9615,18,12451,1751,0,24,58,115,1,0,248,248,306,0,3,0,0,29,0,3,14,0
TOP,0,209,0,0,0,0,0,1,0,2,819.1049953,0.180878281,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1298.260619,450.8193106,0,0,0,0,0,0,0,10,0,0.5,0,1,4,0,0,0,0,15,56,0,1,0,41,3,3,-116.0000001,0,0,1,0,0,5,0,0,0,3,0,0,0,0,1,0,0,1,50,0,0,7,5,0,0,0,10,0,0,4,1,0,0,0.374734009,0,1,0,0,2,1,0,7,0,0.951925993,0.862836827,0,0,0,0,0,1,0,0,2,9,13010,14,0,3,2761,4059,2761,6728,0,0,2,1,0,0,0,0,0,0,0,0,9754,9550,0,0,0,0,13,9,0,9,2,0,72379,15155,837,0,4,0,0,0,0,0,14746,1902,9890,0,0,0,121,23,48,17,209,2,1298,92537,17723,0,12522,2950,0,148,51,0,1,0,5411,666,1794,1,2,0,0,18,2,0,7,1
JUNGLE,0,212,0,86.00000015,0,0,450,2,0,0,383.2401587,0.371139114,0,5,0,0,1,1,0,0,0,4,8,1,0,0,0,0,0,1298.260619,393.7628918,0,2,2,1,60.00000009,1,0,1,0,0.25,0,1,0,0,0,2,0,0,6,0,0,0,30,3,1,-56,1,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,2,1,0,0,0,0,5,0,2,0,5,0,0,2,0,0,0,0.175329319,0,1,0,0,2,0,0,0,0,-0.391961157,0.418212529,0,0,0,0,0,1,0,0,15,2,8934,12,0,0,0,29064,0,14302,0,5,0,1,1,0,0,0,0,0,0,0,8520,6300,0,0,0,0,15,4,0,2,2,427,6816,101,3704,0,120,0,0,0,0,0,111409,7944,21410,0,0,0,115,54,33,10,395,7,1298,134043,8292,0,25694,12291,0,17,257,128,1,0,15816,246,579,0,2,0,0,9,0,0,5,1
MIDDLE,0,146,0,0,0,0,600,0,0,0,415.8299322,0.205328561,0,2,2,0,0,0,0,0,0,14,1.200000018,0,0,0,0,0,0,1298.260619,390.4649245,0,0,0,0,0,0,0,4,0,0.4,0,1,3,0,1,0,0,3,59,0,0,0,7,3,2,-116.0000001,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,14,7,0,0,3,7,0,0,0,8,1,0,6,0,0,0,0.190238881,0,1,0,0,0,1,0,5,0,-0.12163806,0.541645955,1,1,0,0,0,3,0,0,8,0,10217,13,0,2,908,908,908,8488,0,2,0,1,0,0,0,0,1,0,0,0,8448,7835,0,0,0,0,16,5,0,4,2,618,40751,8542,2484,0,5,0,0,0,0,0,9111,245,11128,0,0,0,32,31,75,8,173,9,1298,54633,8997,0,14215,3421,0,117,128,66,1,0,4770,210,602,1,2,0,0,11,0,1,7,1
BOTTOM,0,64,0,4,0,0,0,0,0,0,369.1765777,0.143598798,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1298.260619,314.9407597,0,0,0,0,0,0,0,1.4,0,0.35,0,0,0,0,0,1,0,8,54,0,0,0,27,3,1,-116.0000001,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,32,0,0,0,3,0,0,1,7,0,0,2,0,0,0,0.168895343,0,1,0,0,1,1,0,5,0,-0.384915173,0.306149738,1,1,0,0,0,6,0,0,3,0,8095,11,0,3,2647,3647,2647,4173,0,5,0,0,0,0,0,0,0,0,1,0,6814,6100,0,0,0,0,15,1,297,0,1,568,506,31,3315,0,4,0,0,0,0,0,61016,7636,6606,0,0,0,33,19,7,5,196,0,1298,65082,7988,0,9941,731,0,116,0,132,1,0,3559,320,19,1,2,0,0,6,0,1,3,1
UTILITY,0,105,0,0,0,0,0,0,1,2,198.4787528,0.099055246,0,3,0,0,1,0,618.5293579,0,0,4,0,0,0,0,0,0,0,1298.260619,255.717191,0,2,0,0,0,0,0,1.333333333,0,0.2,0,0,0,0,0,0,0,15,3,0,0,0,0,3,1,-116.0000001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,56,0,0,0,12,0,0,0,4,0,0,2,0,0,0,0.090802448,0,1,0,0,1,1,0,0,0,-0.098358572,1.225974878,3,3,0,0,0,3,0,0,16,0,5963,9,0,5,903,2140,903,4568,0,3,2,0,0,0,0,0,0,1,0,0,5533,4425,0,0,0,0,16,1,0,0,1,570,12164,3037,2770,0,0,0,0,0,0,0,5817,811,4070,0,0,0,38,28,37,2,244,17,1298,18428,4294,618,6857,889,0,23,147,58,1,0,446,446,17,0,2,0,0,26,3,3,14,1
TOP,0,474,0,4,0,0,0,0,0,0,726.3989918,0.243752972,0,1,4,0,0,1,0,0,0,39,8.00000006,0,0,0,0,0,1,1611.185167,490.0330759,0,8,0,0,4,0,1,15,2,0.46875,0,1,7,0,0,0,13,0,76,1,1,0,56,2,3,-82.00000003,0,0,1,0,0,2,0,0,0,5,0,0,0,0,1,0,1,23,0,0,0,6,4,0,5,1,15,0,0,5,0,0,0,0.297985586,0,2,0,0,5,1,5,8,0,-0.480619252,0.398886526,2,2,0,0,0,4,0,0,1,1,13144,15,0,1,3097,6737,3097,21107,0,1,0,1,0,0,0,0,0,0,1,0,13158,12250,0,0,0,0,18,11,0,10,2,1411,0,0,7777,0,20,0,0,0,0,0,118945,18836,9166,0,0,0,307,49,101,17,209,25,1611,121800,19506,0,18137,6291,0,174,112,45,1,0,2855,670,1193,1,3,0,0,10,0,2,4,1
